,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9
2763,4.57,2.39,0.56,3.9,6.11,3.59,2.57,0.33,1.11,0.04,2.63,2.78,4.05,5.76,5.0,3.8,-0.58,1.47,1.9,0.5
2764,0.88,3.21,0.04,4.89,7.03,2.64,3.82,2.57,0.91,0.99,2.49,5.9,2.26,5.55,4.72,2.78,1.84,2.2,-0.78,0.43
2765,1.33,1.64,1.09,1.16,3.64,1.86,0.51,-0.97,0.62,1.23,3.7,2.44,3.94,1.57,3.53,0.38,1.74,-0.22,-1.28,-0.51
2766,0.69,4.2,2.03,5.28,5.07,2.18,2.18,0.9,0.1,0.31,3.2,2.29,0.58,3.77,0.78,1.1,0.34,-1.2,-0.46,-0.99
2767,1.74,3.64,0.61,1.11,7.47,3.38,-1.02,1.29,0.05,-0.36,6.24,-0.58,1.86,1.09,4.06,1.96,3.5,0.29,-1.5,-0.5
2768,0.8,-0.77,2.39,6.11,3.9,3.59,2.57,1.11,0.04,-0.57,2.7,2.78,0.23,5.76,0.18,4.05,3.8,5.0,0.77,1.9
2769,3.65,3.21,0.04,2.64,7.03,6.82,2.57,3.82,-0.03,0.99,1.97,5.9,5.55,0.86,4.72,2.78,2.26,1.84,0.14,0.43
2770,1.39,1.64,1.09,1.16,3.64,1.86,0.51,-0.97,0.62,1.23,0.33,2.44,1.57,3.94,3.53,0.38,1.68,-0.22,-1.28,-0.51
2771,0.16,2.39,-0.77,3.9,6.11,3.59,2.57,0.33,1.11,-0.76,3.3,3.21,4.89,2.9,7.03,6.82,2.64,3.82,2.57,0.99
2772,2.33,2.69,1.86,1.09,4.06,0.29,3.5,-0.58,-1.5,0.16,2.9,2.44,3.94,3.53,6.02,1.74,1.57,0.04,-1.28,-0.51
2773,3.39,2.78,4.05,5.76,0.18,5.0,3.8,0.77,0.23,1.9,0.34,1.64,-0.26,1.16,3.64,1.86,0.51,-0.97,0.62,0.04
2774,-0.75,3.64,0.61,1.11,7.47,3.38,0.09,1.29,0.05,-0.4,2.63,2.29,0.58,3.77,0.78,1.1,0.82,-1.2,-0.46,-0.99
2775,-0.13,2.39,-0.77,3.9,6.11,3.59,0.33,2.57,-0.44,-0.76,0.81,3.21,2.9,2.64,7.03,6.82,4.89,3.82,2.57,0.99
2776,0.31,4.2,0.9,5.28,5.07,2.18,2.18,-0.34,0.82,2.03,0.94,5.9,-0.44,5.55,4.72,0.86,1.84,-0.78,2.26,0.43
2777,7.4,2.69,1.86,1.09,4.06,1.96,0.29,-1.5,-0.27,0.16,0.28,2.44,3.94,3.53,6.02,1.74,0.38,0.04,-1.28,-0.51
2778,4.34,2.78,4.05,5.76,5.0,1.47,3.8,1.9,0.23,0.23,0.49,1.64,1.09,1.16,3.64,0.51,1.86,-0.97,0.62,1.23
2779,1.44,2.29,0.58,3.77,0.78,1.1,0.82,-1.2,-0.46,-0.99,-0.03,3.21,2.9,2.64,7.03,6.82,3.82,2.57,0.04,0.99
2780,0.24,3.64,0.61,1.11,7.47,3.38,1.29,1.24,0.05,-0.4,1.03,5.9,5.55,0.86,4.72,2.78,2.26,1.84,0.14,0.43
2781,2.05,2.44,3.94,3.53,6.02,1.74,1.57,0.04,-1.28,-0.51,3.23,2.39,-0.58,3.9,6.11,3.59,0.33,2.57,1.11,-0.76
2782,4.53,2.78,1.9,5.76,0.18,-0.58,3.8,0.77,0.23,-0.34,4.75,4.2,0.9,5.28,5.07,2.18,2.35,2.18,0.31,-0.34
2783,1.59,2.69,1.86,1.09,4.06,0.29,3.5,1.96,-1.5,0.16,0.61,1.64,1.09,1.16,3.64,0.51,1.86,0.62,-0.97,-0.69
2784,3.4,2.29,0.58,3.77,0.78,1.1,0.34,-1.2,-0.47,-0.99,0.88,3.21,4.89,2.9,7.03,6.82,2.64,2.57,3.82,0.99
2785,5.16,3.64,1.24,1.11,7.47,3.38,1.29,1.24,0.05,-0.4,4.22,5.9,2.78,5.55,4.72,0.86,2.26,1.84,0.14,0.43
2786,3.7,2.44,3.94,3.53,6.02,1.74,0.38,0.04,-1.28,-0.51,4.57,2.39,-0.77,3.9,6.11,3.59,0.33,2.57,1.11,-0.76
2787,2.63,0.23,1.9,2.78,5.76,4.05,5.0,1.47,0.77,0.23,3.67,4.2,0.3,5.28,5.07,2.18,-0.34,2.35,0.05,0.82
2788,0.23,-1.01,1.86,1.09,4.06,1.96,0.29,-1.5,3.5,0.16,1.33,1.64,1.09,1.16,3.64,1.86,0.51,-0.97,0.62,1.23
2789,1.39,1.64,1.09,1.16,3.64,0.51,1.86,-0.97,0.56,1.23,3.2,2.29,0.58,3.77,0.78,1.1,0.82,-1.2,-0.46,-0.99
2790,1.97,5.9,2.26,5.55,4.72,0.86,2.78,1.84,0.14,0.43,6.24,2.69,1.86,1.09,4.06,0.29,0.01,-1.5,3.5,0.16
2791,0.69,4.2,2.03,5.28,5.07,2.18,2.35,2.18,0.82,-0.34,2.9,2.44,3.94,3.53,6.02,0.38,1.68,-0.22,-0.48,-0.51
2792,2.7,2.78,1.9,5.76,5.0,4.05,-0.58,3.8,0.77,0.23,0.8,2.39,-0.77,3.9,6.11,3.59,0.33,2.57,1.11,-0.76
2793,3.65,0.99,4.89,2.9,7.03,6.82,2.64,2.57,3.82,0.5,1.74,3.64,1.62,0.61,7.47,3.38,-1.02,1.29,1.24,-0.36
2794,0.45,1.64,1.09,1.16,3.64,1.86,0.51,-0.97,0.62,0.04,0.11,2.29,0.58,3.77,0.78,1.1,0.82,-1.2,-0.46,-0.99
2795,0.06,5.9,2.26,5.55,4.72,0.86,2.78,1.84,0.14,0.43,2.33,2.69,1.86,1.09,4.06,1.96,0.29,3.5,0.16,-1.5
2796,0.02,4.2,2.03,5.28,5.07,2.18,2.35,2.18,0.82,-0.34,0.33,2.44,3.94,3.53,6.02,1.74,0.38,1.57,-0.48,-0.51
2797,3.39,2.78,4.05,5.76,5.0,0.18,3.8,0.77,0.23,0.23,0.16,2.39,-0.77,3.9,6.11,3.59,0.33,-0.44,0.04,-0.76
2798,3.3,0.99,3.21,4.89,7.03,2.9,2.64,2.57,-0.22,0.5,0.1,3.64,1.62,0.61,7.47,3.38,-1.02,1.29,1.24,-0.4
2799,0.81,3.21,4.89,2.9,7.03,6.82,2.57,2.64,0.5,0.99,7.4,2.69,1.86,1.09,4.06,1.96,0.29,-0.27,0.16,-1.5
2800,0.34,1.64,0.04,1.16,3.64,0.51,0.56,-0.38,-0.82,-0.97,4.34,2.78,4.05,5.76,0.18,5.0,3.8,0.77,1.9,0.23
2801,-0.13,2.39,-0.77,3.9,6.11,3.59,0.33,0.04,1.11,-0.76,0.94,0.8,2.26,5.9,4.72,2.78,1.84,0.14,-0.44,-2.27
2802,2.63,2.29,0.58,3.77,0.78,1.1,0.82,-1.2,-0.47,-0.99,0.31,4.2,0.9,5.28,5.07,2.18,-0.34,2.18,0.82,2.03
2803,0.28,2.44,3.94,3.53,6.02,1.74,0.38,1.57,-0.48,-0.51,0.14,3.64,1.62,0.61,7.47,3.38,0.09,1.29,1.24,-0.4
2804,5.45,3.21,4.89,2.9,7.03,6.82,2.57,2.64,0.5,0.99,1.59,2.69,1.86,1.09,1.45,4.06,0.29,0.16,3.5,-1.5
2805,0.49,1.64,1.09,1.16,3.64,1.86,0.51,-0.97,0.56,0.04,4.53,2.78,4.05,5.76,5.0,0.18,0.77,1.9,1.07,0.23
2806,3.4,2.29,0.58,3.77,1.1,0.82,0.78,-1.2,-0.46,-0.79,4.75,0.9,0.3,5.28,5.07,4.2,0.44,-0.34,0.82,2.03
2807,2.05,2.44,-0.51,3.94,6.02,1.57,0.38,1.68,0.04,-0.48,0.24,3.64,1.62,1.11,7.47,3.38,1.29,0.09,1.24,-0.4
2808,0.88,3.21,4.89,2.9,6.82,3.82,2.57,,2.64,0.99,1.44,2.29,0.58,3.77,0.78,1.1,-1.2,0.17,-0.46,-0.99
2809,3.23,2.39,-0.76,3.9,6.11,3.59,0.33,1.11,0.04,-0.58,0.23,2.69,0.16,1.09,1.45,4.06,0.29,0.22,3.5,1.86
2810,4.22,2.78,-0.44,5.9,4.72,0.86,1.84,0.14,2.26,0.43,3.7,2.44,-0.51,3.94,6.02,3.53,1.74,1.57,-0.48,1.68
2811,2.63,2.78,0.23,5.76,4.05,0.77,1.47,1.9,0.23,-0.34,5.16,3.64,1.62,0.61,7.47,3.38,1.24,1.11,0.05,-0.4
2812,3.67,4.2,2.03,5.28,5.07,2.18,-0.34,2.18,0.31,0.9,1.33,1.64,1.09,1.16,3.64,1.86,0.51,-0.97,0.62,0.04
2813,3.65,3.21,0.99,2.9,2.57,3.82,-0.24,,0.91,0.5,3.2,2.29,0.58,3.77,0.78,1.1,1.32,-1.2,-0.46,-0.99
2814,4.57,2.39,-0.76,3.9,6.11,3.59,0.33,-0.58,1.11,-1.1,6.24,2.69,1.96,0.22,1.45,4.06,0.29,1.86,3.5,0.16
2815,1.97,2.78,-0.44,5.9,4.72,0.86,1.84,-0.78,2.26,0.43,2.9,2.44,-0.51,3.94,6.02,3.53,1.74,0.38,1.57,-0.86
2816,2.7,2.78,4.05,5.76,5.0,1.47,0.23,-0.45,0.5,0.23,1.74,3.64,-1.02,0.61,3.38,1.24,1.11,1.29,0.05,-0.36
2817,0.69,4.2,2.03,5.28,5.07,0.3,2.18,-0.34,0.82,0.9,0.08,1.64,1.09,1.16,3.64,1.86,-0.64,-0.97,1.23,0.62
2818,0.1,3.64,1.62,0.61,7.47,3.38,1.24,1.11,1.29,-0.4,3.3,3.21,4.89,2.9,7.03,6.82,3.82,2.57,2.64,0.99
2819,2.33,2.69,1.96,0.22,1.45,4.06,0.29,1.86,3.5,0.16,3.39,2.78,4.05,5.76,0.18,5.0,3.8,0.77,1.9,1.07
2820,2.63,2.29,0.58,3.77,0.78,1.1,1.32,0.82,-1.2,-0.99,0.06,2.78,-0.44,5.9,4.72,0.86,1.84,0.14,2.26,0.43
2821,0.94,4.2,0.44,5.28,5.07,2.35,0.9,2.18,0.31,2.03,0.8,2.39,-0.76,3.9,6.11,3.59,0.33,0.04,1.11,-0.58
2822,0.23,2.44,-0.51,3.94,6.02,3.53,1.74,0.38,1.57,-0.86,0.45,1.64,1.09,1.16,3.64,0.51,1.86,-0.97,0.62,1.23
2823,0.14,3.64,1.62,0.61,7.47,3.38,1.11,1.24,1.29,-0.4,0.81,3.21,4.89,2.9,7.03,2.57,3.82,0.91,0.5,0.99
2824,0.82,1.96,1.86,0.22,1.45,4.06,0.29,0.01,-0.27,-0.47,4.34,2.78,4.05,5.76,0.18,3.8,5.0,1.9,0.23,1.07
2825,0.11,2.29,0.58,3.77,0.78,1.1,1.32,0.82,0.17,-0.79,0.94,2.78,-0.44,5.9,4.72,0.86,1.84,0.14,1.14,0.43
2826,0.31,4.2,0.9,5.28,5.07,2.18,2.35,2.18,0.82,-0.34,0.16,2.39,-0.76,3.9,6.11,0.56,3.59,0.33,-0.44,0.04
2827,0.28,2.44,-0.51,3.94,6.02,3.53,1.74,0.38,-0.72,-0.48,4.9,1.64,1.09,1.16,3.64,1.86,-0.64,-0.97,0.56,1.23
2828,4.75,4.2,2.18,5.28,5.07,2.18,0.9,2.03,0.82,0.31,1.59,1.96,1.86,0.29,1.45,4.06,0.22,3.5,0.01,0.16
2829,3.4,2.29,0.58,3.77,1.1,0.78,1.32,0.34,-1.2,-0.79,4.53,2.78,4.05,5.76,-0.58,5.0,0.77,1.9,0.23,1.07
2830,-0.13,2.39,-0.76,3.9,6.11,0.56,3.59,0.33,1.11,0.04,2.05,2.44,-0.51,3.94,6.02,3.53,1.74,0.38,1.57,-0.48
2831,1.03,2.78,-0.44,5.9,4.72,0.86,1.84,0.14,2.26,0.43,0.24,3.64,1.62,0.61,7.47,3.38,1.11,0.09,1.29,-0.4
2832,0.88,3.21,0.99,2.9,2.57,4.89,3.82,2.64,0.91,0.04,0.34,1.64,1.09,1.16,3.64,1.86,-0.97,-0.82,0.56,0.04
2833,3.67,0.9,2.03,5.28,5.07,2.18,-0.34,2.18,0.05,0.82,6.24,1.96,1.86,0.22,1.45,4.06,0.29,-0.58,3.5,0.16
2834,1.44,2.29,0.58,3.77,0.78,1.1,1.32,0.34,0.17,-0.99,0.64,2.78,4.05,5.76,0.18,5.0,3.8,1.9,0.23,1.07
2835,3.23,2.39,-0.76,3.9,6.11,0.56,3.59,0.04,1.11,-0.77,3.7,2.44,1.57,3.94,6.02,1.74,3.53,0.38,-0.48,-1.28
2836,4.22,2.78,5.55,5.9,4.72,2.2,1.84,0.14,2.26,0.43,5.16,1.24,0.05,1.11,7.47,3.38,1.29,3.64,1.24,-0.4
2837,-0.09,3.21,0.99,4.89,7.03,6.82,2.57,2.64,0.5,0.04,1.33,1.64,1.09,1.16,3.64,1.86,-0.64,-0.97,0.62,0.04
2838,0.23,2.69,1.86,0.29,1.45,4.06,1.96,3.5,-1.5,0.16,0.07,0.99,4.89,2.9,7.03,6.82,2.57,3.82,2.64,0.5
2839,2.7,2.78,4.05,5.76,-0.58,5.0,3.8,1.9,0.23,1.07,2.9,2.44,-0.51,3.94,6.02,1.74,3.53,0.38,1.68,-0.48
2840,1.97,2.78,5.55,5.9,4.72,0.86,0.14,1.14,2.26,0.43,4.57,2.39,-0.76,3.9,6.11,0.56,3.59,2.57,1.11,0.33
2841,0.34,1.64,1.09,3.64,1.86,-0.64,-0.97,0.04,0.62,0.47,0.69,4.2,0.9,5.28,5.07,2.18,-0.34,2.18,0.82,2.03
2842,3.2,1.32,2.29,0.58,3.77,0.78,1.1,0.17,-1.08,-0.99,1.74,3.64,0.61,1.11,7.47,3.38,1.29,1.62,1.24,-0.36
2843,2.33,1.96,1.86,0.22,1.45,4.06,0.29,-0.58,3.5,0.16,3.3,3.21,0.99,2.9,4.89,3.82,2.64,0.91,0.04,0.5
2844,3.39,2.78,4.05,5.76,0.18,5.0,1.9,1.47,0.23,1.07,0.33,2.44,-0.51,3.94,6.02,0.38,3.53,1.74,-0.86,1.57
2845,0.06,2.78,5.55,5.9,4.72,0.8,0.14,1.14,2.26,0.43,0.8,2.39,0.56,3.9,6.11,3.59,2.57,0.33,1.11,-0.76
2846,0.49,1.64,1.09,1.16,3.64,1.86,-0.64,-0.97,0.62,0.04,0.94,4.2,2.35,5.28,5.07,2.18,0.9,2.18,0.82,2.03
2847,2.63,2.29,0.58,3.77,1.1,0.78,1.32,-1.2,-1.43,-0.99,0.1,3.64,0.61,1.11,7.47,3.38,1.24,1.29,1.62,-0.4
2848,0.16,2.39,0.56,3.9,6.11,2.57,3.59,0.33,1.11,-0.76,0.82,-0.58,1.86,1.96,1.45,0.22,0.29,3.5,0.01,0.16
2849,0.94,2.78,5.55,5.9,4.72,2.2,0.14,1.84,1.14,0.43,4.53,-1.23,4.05,5.76,0.18,5.0,3.8,1.9,0.23,1.07
2850,0.28,2.29,0.58,3.77,1.1,0.78,1.32,-1.08,-0.47,-0.99,0.02,4.2,0.9,5.28,5.07,2.18,-0.34,2.18,0.82,2.03
2851,-0.13,2.39,0.56,3.9,6.11,3.59,2.57,0.33,1.11,-0.76,-0.05,1.96,1.86,0.29,1.45,4.06,3.5,-0.58,0.16,-1.5
2852,4.75,4.2,0.9,5.28,5.07,2.18,2.03,0.05,-0.34,0.82,0.28,2.44,-0.51,3.94,6.02,3.53,1.74,1.57,0.04,-1.28
2853,1.03,2.78,5.55,5.9,4.72,0.86,1.84,1.14,2.26,0.43,4.9,1.64,1.09,3.64,1.86,-0.64,0.56,-0.97,0.04,0.47
2854,0.94,4.2,2.35,5.28,5.07,2.18,2.03,2.18,0.82,0.31,4.34,0.23,4.05,5.76,5.0,3.8,1.47,1.9,0.77,0.23
2855,4.22,2.78,5.55,5.9,4.72,0.86,0.14,1.14,2.26,0.43,1.33,1.64,-0.69,-0.38,3.64,1.86,0.47,0.62,-0.82,-0.97
2856,3.67,4.2,0.05,5.28,5.07,2.18,-0.34,2.18,0.82,2.03,3.39,1.9,4.05,5.76,-0.26,-0.58,3.8,5.0,0.23,1.07
2857,5.16,3.64,1.62,1.11,7.47,0.61,1.24,1.29,0.05,-0.4,2.63,2.29,0.58,3.77,1.1,0.78,1.32,-1.08,-0.47,-0.99
2858,1.59,2.69,1.86,1.09,1.45,4.06,0.29,3.5,0.16,-1.5,0.88,3.21,4.89,2.9,7.03,6.82,2.57,2.64,0.5,0.99
2859,0.34,1.64,1.09,3.64,1.86,-0.64,-0.97,0.62,0.04,-0.69,1.97,2.78,5.55,5.9,4.72,0.86,0.14,1.14,2.26,0.43
2860,3.7,2.44,-0.51,3.94,6.02,3.53,0.38,1.74,-0.48,1.57,4.57,2.39,0.56,3.9,6.11,2.57,3.59,-0.77,1.11,-0.76
2861,0.69,-0.34,-0.24,2.35,5.07,0.44,0.05,0.82,0.31,-0.93,2.7,1.9,4.05,5.76,-0.26,3.8,0.77,0.23,0.09,0.23
2862,0.94,2.78,5.55,5.9,4.72,0.8,0.14,1.14,2.26,0.43,3.2,2.29,0.58,3.77,0.78,1.1,1.32,-1.08,-0.47,-0.99
2863,0.07,4.2,2.35,5.28,5.07,2.18,0.3,2.18,0.82,2.03,0.81,3.21,4.89,2.9,7.03,6.82,2.57,3.82,2.64,0.99
2864,2.05,2.44,-0.51,3.94,6.02,3.53,0.38,1.74,-0.48,1.57,4.53,1.9,4.05,5.76,-0.58,3.8,5.0,0.77,0.23,0.23
2865,0.31,4.2,2.35,5.28,5.07,2.18,2.03,2.18,0.82,0.05,1.03,-0.44,5.55,5.9,4.72,0.86,0.14,1.14,2.26,0.43
2866,4.9,1.64,1.09,3.64,1.86,-0.38,0.56,0.47,-0.69,-0.97,3.23,2.39,-0.76,3.9,6.11,2.57,3.59,0.33,1.11,-0.77
2867,4.02,2.39,0.56,3.9,6.11,2.57,3.59,-0.77,1.11,-0.76,0.06,2.78,5.55,5.9,4.72,0.86,0.14,1.14,2.26,0.43
2868,0.16,2.39,-0.77,3.9,6.11,3.59,0.33,0.04,1.11,-0.76,4.22,2.78,5.55,5.9,4.72,0.8,0.14,1.14,-0.78,0.43
2869,4.34,1.9,4.05,3.8,5.76,5.0,-0.18,0.23,1.07,0.09,-0.09,3.21,4.89,2.9,7.03,6.82,3.82,2.57,2.64,0.99
2870,1.33,1.64,1.09,3.64,1.86,-0.64,0.47,-0.97,0.62,0.04,0.94,4.2,2.35,5.28,5.07,2.18,-0.34,2.18,0.31,0.05
2871,0.17,0.23,0.77,5.76,-0.58,-0.18,1.47,-1.23,-0.34,0.5,0.07,3.21,0.99,2.9,7.03,2.57,3.82,2.64,-0.03,0.91
2872,1.97,2.78,5.55,5.9,4.72,0.86,0.14,1.14,2.26,0.43,3.67,4.2,2.35,5.28,5.07,2.18,2.03,2.18,0.05,0.82
2873,3.2,2.29,0.58,3.77,0.78,1.1,1.32,0.17,-1.2,-0.34,0.88,,0.99,2.9,2.57,6.82,4.89,3.82,2.64,0.5
2874,0.1,3.64,0.61,1.11,7.47,3.38,1.29,1.24,0.05,-0.4,0.8,2.39,0.56,3.9,6.11,2.57,3.59,0.33,1.11,-0.76
2875,0.94,2.78,5.55,5.9,4.72,0.86,0.14,1.14,2.26,0.43,0.69,4.2,2.35,5.28,5.07,2.18,-0.34,2.18,0.82,2.03
2876,4.57,2.39,0.56,3.9,6.11,2.57,3.59,-0.77,1.11,-0.76,3.3,3.21,0.99,2.9,7.03,6.82,4.89,3.82,2.64,0.91
2877,2.33,2.69,1.86,1.09,4.06,1.96,0.22,0.29,3.5,0.16,3.39,1.9,4.05,5.76,-0.58,3.8,-0.26,0.23,1.07,0.09
2878,0.14,3.64,1.24,1.11,7.47,0.61,3.38,1.29,0.05,-0.4,3.7,2.44,-0.51,3.94,6.02,3.53,0.38,1.68,-0.48,1.57
2879,0.25,-0.44,5.55,1.14,5.9,0.8,-0.06,-0.65,-0.78,-2.27,-0.08,2.03,0.05,2.35,0.44,0.3,-0.31,-0.1,0.82,-0.24
2880,2.63,2.29,0.58,3.77,0.78,1.1,1.32,0.34,-0.79,0.17,0.34,1.64,1.09,3.64,1.86,-0.64,-0.97,0.47,0.04,0.62
2881,0.81,3.21,0.04,2.9,6.82,4.89,2.57,,0.91,,1.03,2.78,0.08,5.55,5.9,0.8,1.14,-0.65,-0.78,0.43
2882,4.73,0.47,0.28,2.73,1.71,2.01,-0.01,0.05,3.62,1.56,7.26,2.12,1.96,4.49,2.86,3.45,4.81,-0.55,3.36,2.87
2883,2.41,3.67,1.72,4.6,5.56,3.22,-0.92,0.1,1.41,-0.39,6.66,0.33,2.3,6.63,4.1,2.53,1.47,1.03,0.0,0.26
2884,4.45,2.35,6.77,5.14,6.09,0.04,0.24,-0.28,1.6,-0.03,3.86,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-0.37,0.16
2885,1.08,1.02,1.84,1.98,4.53,-0.93,1.51,1.96,1.91,2.63,0.91,-0.48,2.2,3.76,0.3,7.02,1.68,1.21,-0.01,0.56
2886,5.33,2.3,3.0,2.77,0.46,2.25,-0.13,-0.61,3.2,-0.37,7.43,2.36,-0.15,2.74,4.47,0.33,0.4,-0.16,0.44,-0.95
2887,2.96,0.47,0.36,0.28,2.73,1.71,2.01,3.62,-0.01,1.56,2.22,2.12,1.96,4.49,2.86,3.45,4.81,-0.55,3.36,2.87
2888,-0.02,3.67,1.72,4.6,5.56,3.22,-0.92,0.1,1.41,0.25,6.54,1.03,2.3,6.63,4.1,2.53,1.47,-0.25,0.26,0.33
2889,5.1,4.81,6.77,5.14,6.09,2.35,0.04,0.24,0.54,1.6,1.05,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-1.61,0.16
2890,0.91,1.02,1.84,1.98,4.53,-0.93,1.51,1.96,1.91,2.63,3.56,-0.48,2.2,3.76,0.3,7.02,1.68,1.21,-0.01,0.56
2891,4.45,2.3,3.0,2.77,0.46,2.25,-0.13,-0.61,3.2,-0.37,2.36,2.36,-0.15,2.74,4.47,0.33,0.4,-0.16,0.44,-0.95
2892,4.25,4.81,6.77,5.14,6.09,2.35,-0.56,0.24,-0.03,-0.12,3.69,2.12,4.81,4.49,2.86,3.45,-0.55,2.87,3.36,1.96
2893,0.18,2.3,3.0,2.77,0.46,2.25,-0.13,-0.61,3.2,-0.37,1.48,0.33,2.3,6.63,4.1,2.53,1.03,1.47,0.0,0.26
2894,2.56,1.02,1.51,1.84,4.53,-0.93,1.96,1.91,0.02,-0.24,1.48,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-0.28,0.16
2895,0.18,0.25,3.22,4.6,5.56,1.72,-0.92,3.67,1.41,0.1,2.53,-0.48,1.21,3.76,0.3,7.02,1.68,2.2,-0.01,0.56
2896,-0.09,0.47,-1.14,0.28,2.73,1.71,2.01,1.56,-0.01,3.62,0.38,2.36,-0.15,2.74,4.47,0.33,0.4,-0.16,-0.15,-0.95
2897,1.48,4.81,6.77,5.14,6.09,2.35,0.04,-0.56,0.54,0.24,2.37,2.12,4.81,4.49,2.86,3.45,-0.55,2.87,3.36,-0.28
2898,0.38,2.3,3.0,2.77,0.46,2.25,-0.13,-0.61,3.2,-0.37,1.37,0.33,2.3,6.63,4.1,2.53,1.03,1.47,0.0,-0.25
2899,-0.13,1.02,2.63,1.84,4.53,1.51,-0.93,1.96,1.91,0.02,1.94,3.45,2.1,3.84,1.72,-0.03,-0.9,0.95,-1.61,0.16
2900,0.82,3.67,3.22,4.6,5.56,1.72,1.41,-0.92,0.18,-0.17,0.42,-0.48,2.2,1.21,7.02,1.68,0.06,-0.06,-0.01,0.56
2901,-0.02,-1.14,0.28,2.73,1.71,2.01,-0.01,1.56,3.62,0.36,2.8,2.36,-0.15,2.74,4.47,0.33,0.4,-0.16,-0.15,-0.95
2902,1.37,4.81,2.35,5.14,6.09,6.77,-0.56,-0.28,0.24,0.54,2.51,2.12,4.81,4.49,2.86,3.45,-0.55,2.87,3.36,1.96
2903,2.51,2.3,3.0,2.77,0.46,2.25,-0.13,-0.61,-0.4,-0.37,1.17,1.03,2.3,6.63,4.1,2.53,1.47,-0.25,0.0,0.33
2904,2.12,2.63,0.11,1.84,4.53,1.51,1.96,-0.93,1.91,0.02,-0.11,3.45,2.1,3.84,1.72,-0.94,-0.68,0.95,-0.37,0.16
2905,2.08,3.67,3.22,4.6,5.56,1.72,1.41,-0.92,0.1,1.65,1.88,-0.48,0.4,1.21,7.02,1.68,0.06,-0.01,-0.14,2.2
2906,-0.3,0.47,0.05,0.28,2.73,1.71,2.01,3.62,-0.01,1.56,-1.13,2.36,-0.16,2.74,4.47,0.33,0.4,-0.15,-0.15,-0.95
2907,3.86,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-0.28,0.16,5.33,2.3,-0.37,2.77,0.46,2.25,3.2,3.41,-0.61,3.0
2908,7.26,2.12,4.81,4.49,2.86,3.45,-0.55,2.87,3.36,1.96,1.08,1.02,0.11,1.84,4.53,1.51,1.96,1.98,1.91,2.63
2909,7.43,-0.95,-0.16,2.74,4.47,0.33,0.4,-0.15,-0.15,0.44,2.41,1.72,3.22,4.6,5.56,-0.92,3.67,1.41,0.1,1.65
2910,6.66,0.33,2.3,1.03,4.1,2.53,6.63,1.47,0.0,0.26,4.45,4.81,2.35,5.14,6.09,6.77,-0.56,-0.28,0.24,-0.03
2911,0.91,-0.48,0.4,1.21,1.68,0.06,-0.01,-0.14,0.11,0.38,4.73,0.47,1.56,0.28,2.73,1.71,2.01,0.05,3.62,0.26
2912,1.05,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-0.28,0.16,4.45,3.41,3.0,2.77,0.46,2.25,-0.13,-0.61,3.2,-0.37
2913,2.22,2.12,4.81,4.49,2.86,3.45,-0.55,2.87,-0.21,1.96,0.91,1.02,2.63,1.84,1.96,1.51,0.11,0.02,1.91,-0.45
2914,2.36,0.4,-0.15,2.74,4.47,0.33,-0.16,-0.95,-0.15,0.44,2.86,1.72,3.22,4.6,5.56,-0.92,3.67,1.41,0.1,1.65
2915,6.54,0.33,2.3,1.03,4.1,2.53,6.63,1.47,-0.76,0.26,5.1,4.81,2.35,6.77,5.14,6.09,0.24,-0.56,1.6,0.54
2916,3.56,-0.48,-0.06,1.21,7.02,1.68,-0.01,0.38,-0.14,0.56,2.96,0.47,1.56,0.28,2.73,1.71,2.01,0.05,3.62,0.26
2917,1.48,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-0.28,0.16,0.18,2.3,3.0,2.77,0.46,2.25,-0.13,-0.61,3.2,-0.37
2918,3.69,1.96,4.81,4.49,2.86,3.45,-0.55,2.87,3.36,0.32,2.56,1.02,2.63,1.84,4.53,1.51,1.98,-0.93,1.96,-0.45
2919,0.03,0.4,-0.95,2.74,4.47,0.33,-0.15,-0.16,0.44,0.44,-0.02,1.72,3.22,4.6,5.56,-0.92,3.67,0.1,-0.44,1.65
2920,1.48,0.33,2.3,1.03,2.53,-0.76,6.63,0.0,-0.68,0.26,4.25,4.81,2.35,6.77,5.14,6.09,0.24,-0.28,0.04,-0.03
2921,2.53,-0.48,2.2,3.76,7.02,1.68,0.06,1.21,-0.01,0.56,0.34,0.47,1.56,0.28,2.73,1.71,0.05,-1.29,0.13,0.26
2922,0.18,1.72,3.22,4.6,5.56,-0.92,3.67,1.41,1.65,0.1,2.37,1.96,4.81,4.49,2.86,3.45,2.12,2.87,3.36,-0.55
2923,1.94,3.45,2.1,3.84,1.72,-0.03,-0.68,0.95,-0.28,0.16,1.37,0.33,1.72,1.03,4.1,2.53,6.63,1.47,0.0,0.26
2924,2.8,0.4,-0.15,2.74,4.47,0.33,-0.16,-0.95,-0.15,2.36,-0.13,2.63,1.84,1.98,4.53,1.51,0.11,1.96,1.91,1.02
